transaction_id,timestamp,transaction_type,amount,account_id,merchant,location,hour,day_of_week,is_weekend,hourly_velocity,is_fraud
TXN00004052,2025-05-09 23:25:22.062831,CARD_PAYMENT,311.53,ACC4992,MERCHANT_69,NEW_YORK,23,4,0,1,0
TXN00004053,2025-05-16 08:57:35.062831,DIRECT_DEPOSIT,248.61,ACC5771,MERCHANT_142,NEW_YORK,8,4,0,1,0
TXN00004054,2025-05-30 10:30:15.062831,ONLINE_PURCHASE,585.93,ACC6834,MERCHANT_124,LOS_ANGELES,10,4,0,1,0
TXN00004055,2025-05-16 22:56:02.062831,WIRE_TRANSFER,484.84,ACC3831,MERCHANT_295,PHOENIX,22,4,0,1,1
TXN00004056,2025-05-10 03:56:57.062831,WIRE_TRANSFER,82.02,ACC5542,MERCHANT_98,LOS_ANGELES,3,5,1,1,1
TXN00004057,2025-05-25 17:25:17.062831,CARD_PAYMENT,344.24,ACC4795,MERCHANT_317,LOS_ANGELES,17,6,1,1,0
TXN00004058,2025-05-11 03:14:05.062831,ONLINE_PURCHASE,158.17,ACC5652,MERCHANT_403,ONLINE,3,6,1,1,1
TXN00004059,2025-05-08 16:32:56.062831,ONLINE_PURCHASE,120.9,ACC6167,MERCHANT_151,PHOENIX,16,3,0,1,0
TXN00004060,2025-05-29 18:57:48.062831,CARD_PAYMENT,249.13,ACC9657,MERCHANT_197,LOS_ANGELES,18,3,0,1,0
TXN00004061,2025-05-24 13:02:08.062831,ONLINE_PURCHASE,357.8,ACC2907,MERCHANT_194,LOS_ANGELES,13,5,1,1,0
TXN00004062,2025-05-08 21:08:46.062831,ONLINE_PURCHASE,43.0,ACC1743,MERCHANT_422,NEW_YORK,21,3,0,1,0
TXN00004063,2025-05-12 02:13:34.062831,ONLINE_PURCHASE,258.79,ACC5721,MERCHANT_191,NEW_YORK,2,0,0,1,1
TXN00004064,2025-05-28 10:09:00.062831,ONLINE_PURCHASE,528.76,ACC4834,MERCHANT_336,LOS_ANGELES,10,2,0,1,0
TXN00004065,2025-05-17 05:51:20.062831,ONLINE_PURCHASE,119.1,ACC4938,MERCHANT_111,LOS_ANGELES,5,5,1,1,0
TXN00004066,2025-05-25 14:26:39.062831,ATM_WITHDRAWAL,180.53,ACC9123,MERCHANT_444,ONLINE,14,6,1,1,0
TXN00004067,2025-05-04 22:52:51.062831,CARD_PAYMENT,86.27,ACC8537,MERCHANT_456,NEW_YORK,22,6,1,1,0
TXN00004068,2025-05-12 16:27:40.062831,ONLINE_PURCHASE,96.06,ACC8666,MERCHANT_496,LOS_ANGELES,16,0,0,1,0
TXN00004069,2025-06-01 23:26:30.062831,ONLINE_PURCHASE,169.82,ACC9025,MERCHANT_411,ONLINE,23,6,1,1,0
TXN00004070,2025-05-06 15:40:20.062831,CARD_PAYMENT,350.64,ACC2651,MERCHANT_262,LOS_ANGELES,15,1,0,1,0
TXN00004071,2025-05-31 12:17:46.062831,CARD_PAYMENT,202.23,ACC4565,MERCHANT_222,PHOENIX,12,5,1,1,0
TXN00004072,2025-05-08 18:00:02.062831,CHECK_DEPOSIT,210.55,ACC6591,MERCHANT_264,CHICAGO,18,3,0,1,0
TXN00004073,2025-06-01 22:01:08.062831,ATM_WITHDRAWAL,94.12,ACC2515,MERCHANT_422,PHOENIX,22,6,1,1,0
TXN00004074,2025-05-27 04:05:41.062831,CARD_PAYMENT,171.84,ACC5477,MERCHANT_475,CHICAGO,4,1,0,1,0
TXN00004075,2025-05-28 00:38:20.062831,ONLINE_PURCHASE,446.07,ACC8427,MERCHANT_487,NEW_YORK,0,2,0,1,0
TXN00004076,2025-05-28 09:54:12.062831,ONLINE_PURCHASE,172.52,ACC2525,MERCHANT_457,HOUSTON,9,2,0,1,0
TXN00004077,2025-05-07 10:07:42.062831,DIRECT_DEPOSIT,320.01,ACC5716,MERCHANT_92,LOS_ANGELES,10,2,0,1,0
TXN00004078,2025-05-09 16:46:09.062831,ONLINE_PURCHASE,295.42,ACC9822,MERCHANT_320,INTERNATIONAL,16,4,0,1,0
TXN00004079,2025-06-01 13:07:48.062831,ONLINE_PURCHASE,277.54,ACC3705,MERCHANT_384,ONLINE,13,6,1,1,0
TXN00004080,2025-05-10 18:42:01.062831,ONLINE_PURCHASE,401.3,ACC1121,MERCHANT_298,CHICAGO,18,5,1,1,0
TXN00004081,2025-05-19 16:45:28.062831,CARD_PAYMENT,313.12,ACC4545,MERCHANT_404,LOS_ANGELES,16,0,0,1,0
TXN00004082,2025-05-24 15:03:11.062831,ATM_WITHDRAWAL,15.47,ACC4892,MERCHANT_277,CHICAGO,15,5,1,1,0
TXN00004083,2025-05-20 16:40:29.062831,ONLINE_PURCHASE,161.35,ACC3366,MERCHANT_307,CHICAGO,16,1,0,1,0
TXN00004084,2025-05-31 14:58:42.062831,DIRECT_DEPOSIT,126.26,ACC7665,MERCHANT_194,ONLINE,14,5,1,1,0
TXN00004085,2025-05-15 01:09:40.062831,CARD_PAYMENT,211.9,ACC1308,MERCHANT_348,NEW_YORK,1,3,0,1,0
TXN00004086,2025-06-01 18:17:45.062831,CHECK_DEPOSIT,125.0,ACC8692,MERCHANT_15,INTERNATIONAL,18,6,1,1,1
TXN00004087,2025-05-13 23:30:31.062831,ONLINE_PURCHASE,91.58,ACC7511,MERCHANT_63,CHICAGO,23,1,0,1,0
TXN00004088,2025-05-31 21:41:16.062831,CARD_PAYMENT,257.38,ACC8063,MERCHANT_118,NEW_YORK,21,5,1,1,0
TXN00004089,2025-05-07 00:58:24.062831,CARD_PAYMENT,0.07,ACC8739,MERCHANT_401,INTERNATIONAL,0,2,0,1,0
TXN00004090,2025-05-29 10:14:55.062831,ONLINE_PURCHASE,47.68,ACC5726,MERCHANT_202,INTERNATIONAL,10,3,0,1,0
TXN00004091,2025-05-29 00:27:24.062831,ONLINE_PURCHASE,274.24,ACC6548,MERCHANT_289,INTERNATIONAL,0,3,0,1,0
TXN00004092,2025-05-11 08:28:52.062831,CHECK_DEPOSIT,64.28,ACC4614,MERCHANT_270,LOS_ANGELES,8,6,1,1,0
TXN00004093,2025-05-07 17:26:53.062831,ONLINE_PURCHASE,95.13,ACC1660,MERCHANT_74,PHOENIX,17,2,0,1,0
TXN00004094,2025-05-03 21:32:13.062831,ONLINE_PURCHASE,198.76,ACC8361,MERCHANT_18,CHICAGO,21,5,1,1,1
TXN00004095,2025-05-05 06:15:41.062831,ATM_WITHDRAWAL,44.67,ACC2672,MERCHANT_32,CHICAGO,6,0,0,1,0
TXN00004096,2025-06-01 09:05:14.062831,CARD_PAYMENT,191.13,ACC7960,MERCHANT_134,PHOENIX,9,6,1,1,0
TXN00004097,2025-05-12 08:11:20.062831,CARD_PAYMENT,242.89,ACC1984,MERCHANT_421,CHICAGO,8,0,0,1,0
TXN00004098,2025-05-22 09:33:32.062831,DIRECT_DEPOSIT,50.01,ACC3274,MERCHANT_16,ONLINE,9,3,0,1,0
TXN00004099,2025-05-29 11:45:52.062831,DIRECT_DEPOSIT,221.63,ACC8645,MERCHANT_266,INTERNATIONAL,11,3,0,1,0
TXN00004100,2025-05-07 09:56:49.062831,CARD_PAYMENT,198.95,ACC7317,MERCHANT_316,CHICAGO,9,2,0,1,0
TXN00004101,2025-05-26 23:55:53.062831,ONLINE_PURCHASE,172.87,ACC5376,MERCHANT_433,CHICAGO,23,0,0,1,0
TXN00004102,2025-05-26 22:32:00.062831,CARD_PAYMENT,377.06,ACC6240,MERCHANT_473,CHICAGO,22,0,0,1,0
TXN00004103,2025-05-29 06:27:00.062831,CARD_PAYMENT,203.75,ACC6609,MERCHANT_358,LOS_ANGELES,6,3,0,1,0
TXN00004104,2025-05-04 12:11:37.062831,ONLINE_PURCHASE,167.92,ACC2070,MERCHANT_214,CHICAGO,12,6,1,1,0
TXN00004105,2025-05-23 00:21:00.062831,CARD_PAYMENT,54.45,ACC6298,MERCHANT_431,LOS_ANGELES,0,4,0,1,0
TXN00004106,2025-06-01 23:07:31.062831,ONLINE_PURCHASE,76.55,ACC7181,MERCHANT_379,CHICAGO,23,6,1,1,0
TXN00004107,2025-05-11 05:35:45.062831,DIRECT_DEPOSIT,491.23,ACC7373,MERCHANT_2,NEW_YORK,5,6,1,1,0
TXN00004108,2025-05-09 18:08:36.062831,ONLINE_PURCHASE,124.37,ACC9664,MERCHANT_330,PHOENIX,18,4,0,1,0
TXN00004109,2025-05-09 22:08:23.062831,CARD_PAYMENT,125.18,ACC2044,MERCHANT_499,CHICAGO,22,4,0,1,0
TXN00004110,2025-05-21 18:48:33.062831,ONLINE_PURCHASE,167.49,ACC7766,MERCHANT_181,LOS_ANGELES,18,2,0,1,0
TXN00004111,2025-05-14 10:50:10.062831,DIRECT_DEPOSIT,477.46,ACC5561,MERCHANT_89,PHOENIX,10,2,0,1,0
TXN00004112,2025-05-11 05:33:09.062831,ONLINE_PURCHASE,37.79,ACC6095,MERCHANT_332,INTERNATIONAL,5,6,1,1,1
TXN00004113,2025-05-29 20:00:12.062831,CARD_PAYMENT,22.18,ACC8018,MERCHANT_5,NEW_YORK,20,3,0,1,0
TXN00004114,2025-05-21 19:50:31.062831,CHECK_DEPOSIT,538.46,ACC7536,MERCHANT_285,ONLINE,19,2,0,1,0
TXN00004115,2025-05-20 11:29:27.062831,ONLINE_PURCHASE,531.01,ACC8432,MERCHANT_334,INTERNATIONAL,11,1,0,1,1
TXN00004116,2025-05-30 14:49:14.062831,ATM_WITHDRAWAL,52.55,ACC4603,MERCHANT_402,CHICAGO,14,4,0,1,0
TXN00004117,2025-05-25 11:37:00.062831,CHECK_DEPOSIT,107.73,ACC7397,MERCHANT_131,INTERNATIONAL,11,6,1,1,0
TXN00004118,2025-06-02 17:14:52.062831,ONLINE_PURCHASE,204.68,ACC2954,MERCHANT_7,NEW_YORK,17,0,0,1,0
TXN00004119,2025-05-23 15:20:08.062831,ONLINE_PURCHASE,360.49,ACC2241,MERCHANT_190,CHICAGO,15,4,0,1,0
TXN00004120,2025-05-27 17:16:14.062831,CARD_PAYMENT,87.14,ACC7896,MERCHANT_64,INTERNATIONAL,17,1,0,1,0
TXN00004121,2025-05-31 21:12:30.062831,WIRE_TRANSFER,544.64,ACC1021,MERCHANT_199,ONLINE,21,5,1,1,1
TXN00004122,2025-05-25 16:56:58.062831,ONLINE_PURCHASE,66.94,ACC3711,MERCHANT_351,ONLINE,16,6,1,1,0
TXN00004123,2025-05-25 04:30:29.062831,DIRECT_DEPOSIT,230.0,ACC1101,MERCHANT_70,INTERNATIONAL,4,6,1,1,1
TXN00004124,2025-05-26 05:38:30.062831,CARD_PAYMENT,529.35,ACC2115,MERCHANT_478,ONLINE,5,0,0,1,0
TXN00004125,2025-05-12 17:00:49.062831,ONLINE_PURCHASE,138.78,ACC9466,MERCHANT_305,PHOENIX,17,0,0,1,0
TXN00004126,2025-05-28 23:16:28.062831,ONLINE_PURCHASE,556.4,ACC7677,MERCHANT_84,HOUSTON,23,2,0,1,0
TXN00004127,2025-05-17 16:42:16.062831,ONLINE_PURCHASE,21.1,ACC1670,MERCHANT_331,CHICAGO,16,5,1,1,0
TXN00004128,2025-05-09 09:04:41.062831,DIRECT_DEPOSIT,51.39,ACC6599,MERCHANT_282,PHOENIX,9,4,0,1,0
TXN00004129,2025-06-01 03:59:03.062831,ATM_WITHDRAWAL,100.85,ACC1366,MERCHANT_244,INTERNATIONAL,3,6,1,1,0
TXN00004130,2025-05-13 21:14:47.062831,ATM_WITHDRAWAL,185.63,ACC6733,MERCHANT_10,ONLINE,21,1,0,1,0
TXN00004131,2025-05-24 09:30:34.062831,ONLINE_PURCHASE,147.44,ACC5685,MERCHANT_315,HOUSTON,9,5,1,1,0
TXN00004132,2025-05-24 22:44:20.062831,ATM_WITHDRAWAL,7.41,ACC1456,MERCHANT_357,NEW_YORK,22,5,1,1,0
TXN00004133,2025-05-14 04:43:39.062831,CARD_PAYMENT,87.28,ACC2900,MERCHANT_491,CHICAGO,4,2,0,1,0
TXN00004134,2025-05-06 00:28:57.062831,ONLINE_PURCHASE,79.91,ACC5981,MERCHANT_4,INTERNATIONAL,0,1,0,1,0
TXN00004135,2025-05-10 14:21:36.062831,ONLINE_PURCHASE,356.46,ACC4079,MERCHANT_11,ONLINE,14,5,1,1,0
TXN00004136,2025-06-02 05:01:32.062831,ONLINE_PURCHASE,131.14,ACC1864,MERCHANT_370,HOUSTON,5,0,0,1,0
TXN00004137,2025-05-05 06:19:48.062831,CHECK_DEPOSIT,426.42,ACC3157,MERCHANT_351,ONLINE,6,0,0,1,0
TXN00004138,2025-05-05 08:53:44.062831,ONLINE_PURCHASE,271.04,ACC6233,MERCHANT_48,NEW_YORK,8,0,0,1,0
TXN00004139,2025-05-21 06:28:52.062831,ONLINE_PURCHASE,43.6,ACC3249,MERCHANT_493,ONLINE,6,2,0,1,0
TXN00004140,2025-05-27 04:35:04.062831,ATM_WITHDRAWAL,228.02,ACC2121,MERCHANT_378,PHOENIX,4,1,0,1,1
TXN00004141,2025-05-10 12:48:50.062831,CARD_PAYMENT,10.7,ACC1098,MERCHANT_70,HOUSTON,12,5,1,1,0
TXN00004142,2025-05-11 16:45:02.062831,CARD_PAYMENT,44.59,ACC8668,MERCHANT_184,CHICAGO,16,6,1,1,0
TXN00004143,2025-05-11 23:41:18.062831,ATM_WITHDRAWAL,67.13,ACC9483,MERCHANT_380,ONLINE,23,6,1,1,0
TXN00004144,2025-05-12 01:38:24.062831,CARD_PAYMENT,383.09,ACC7976,MERCHANT_289,INTERNATIONAL,1,0,0,1,1
TXN00004145,2025-05-11 01:52:03.062831,CARD_PAYMENT,13.4,ACC3541,MERCHANT_148,NEW_YORK,1,6,1,1,0
TXN00004146,2025-05-12 09:31:27.062831,CHECK_DEPOSIT,261.57,ACC2753,MERCHANT_408,PHOENIX,9,0,0,1,0
TXN00004147,2025-05-17 05:06:23.062831,ONLINE_PURCHASE,5.4,ACC9391,MERCHANT_66,NEW_YORK,5,5,1,1,0
TXN00004148,2025-05-17 13:50:10.062831,CARD_PAYMENT,112.49,ACC1200,MERCHANT_368,INTERNATIONAL,13,5,1,1,0
TXN00004149,2025-05-20 11:15:57.062831,ATM_WITHDRAWAL,63.29,ACC8935,MERCHANT_262,CHICAGO,11,1,0,1,0
TXN00004150,2025-05-11 12:37:41.062831,ATM_WITHDRAWAL,33.0,ACC2849,MERCHANT_92,INTERNATIONAL,12,6,1,1,0
TXN00004151,2025-05-03 22:28:35.062831,ONLINE_PURCHASE,489.55,ACC1042,MERCHANT_456,NEW_YORK,22,5,1,1,0
TXN00004152,2025-05-27 16:52:25.062831,ONLINE_PURCHASE,83.14,ACC1544,MERCHANT_147,ONLINE,16,1,0,1,0
TXN00004153,2025-05-10 22:34:34.062831,CARD_PAYMENT,555.26,ACC2898,MERCHANT_225,PHOENIX,22,5,1,1,0
TXN00004154,2025-05-10 11:07:33.062831,ONLINE_PURCHASE,366.55,ACC6460,MERCHANT_381,ONLINE,11,5,1,1,0
TXN00004155,2025-05-09 07:30:55.062831,ONLINE_PURCHASE,0.45,ACC7557,MERCHANT_440,HOUSTON,7,4,0,1,0
TXN00004156,2025-05-19 19:13:59.062831,CHECK_DEPOSIT,207.61,ACC1106,MERCHANT_355,ONLINE,19,0,0,1,0
TXN00004157,2025-05-17 01:24:13.062831,CHECK_DEPOSIT,96.36,ACC6172,MERCHANT_103,NEW_YORK,1,5,1,1,0
TXN00004158,2025-06-02 06:15:52.062831,ATM_WITHDRAWAL,43.08,ACC8763,MERCHANT_377,NEW_YORK,6,0,0,1,0
TXN00004159,2025-05-13 21:48:38.062831,ATM_WITHDRAWAL,488.35,ACC9634,MERCHANT_268,PHOENIX,21,1,0,1,0
TXN00004160,2025-05-24 13:18:20.062831,WIRE_TRANSFER,65.64,ACC2053,MERCHANT_55,NEW_YORK,13,5,1,1,0
TXN00004161,2025-05-28 17:20:41.062831,ONLINE_PURCHASE,59.18,ACC2070,MERCHANT_393,HOUSTON,17,2,0,1,0
TXN00004162,2025-05-25 06:36:58.062831,ATM_WITHDRAWAL,152.36,ACC9216,MERCHANT_264,LOS_ANGELES,6,6,1,1,0
TXN00004163,2025-05-16 11:04:02.062831,CARD_PAYMENT,758.09,ACC8035,MERCHANT_141,ONLINE,11,4,0,1,0
TXN00004164,2025-05-27 04:36:51.062831,DIRECT_DEPOSIT,169.42,ACC5455,MERCHANT_46,CHICAGO,4,1,0,1,1
TXN00004165,2025-05-08 09:10:40.062831,ONLINE_PURCHASE,300.98,ACC9090,MERCHANT_433,ONLINE,9,3,0,1,0
TXN00004166,2025-05-13 01:33:15.062831,CARD_PAYMENT,436.16,ACC2545,MERCHANT_134,NEW_YORK,1,1,0,1,0
TXN00004167,2025-05-07 17:40:54.062831,ATM_WITHDRAWAL,107.96,ACC6837,MERCHANT_73,INTERNATIONAL,17,2,0,1,0
TXN00004168,2025-05-31 23:48:34.062831,CARD_PAYMENT,180.73,ACC4635,MERCHANT_49,CHICAGO,23,5,1,1,1
TXN00004169,2025-05-14 20:32:02.062831,ATM_WITHDRAWAL,222.75,ACC1475,MERCHANT_283,PHOENIX,20,2,0,1,0
TXN00004170,2025-05-27 13:09:51.062831,ONLINE_PURCHASE,210.77,ACC1463,MERCHANT_64,NEW_YORK,13,1,0,1,0
TXN00004171,2025-05-14 15:58:10.062831,CARD_PAYMENT,125.68,ACC3042,MERCHANT_286,PHOENIX,15,2,0,1,0
TXN00004172,2025-05-14 05:10:06.062831,DIRECT_DEPOSIT,166.79,ACC6451,MERCHANT_417,INTERNATIONAL,5,2,0,1,0
TXN00004173,2025-05-11 05:40:44.062831,DIRECT_DEPOSIT,126.22,ACC2089,MERCHANT_182,INTERNATIONAL,5,6,1,1,0
TXN00004174,2025-05-11 00:28:57.062831,CARD_PAYMENT,97.76,ACC5257,MERCHANT_110,NEW_YORK,0,6,1,1,0
TXN00004175,2025-05-03 22:54:44.062831,ONLINE_PURCHASE,79.7,ACC1670,MERCHANT_167,PHOENIX,22,5,1,1,0
TXN00004176,2025-05-24 08:44:53.062831,ONLINE_PURCHASE,470.73,ACC8339,MERCHANT_18,LOS_ANGELES,8,5,1,1,0
TXN00004177,2025-05-28 04:19:53.062831,ONLINE_PURCHASE,124.3,ACC4410,MERCHANT_111,LOS_ANGELES,4,2,0,1,0
TXN00004178,2025-05-26 11:57:20.062831,CARD_PAYMENT,403.52,ACC7166,MERCHANT_304,PHOENIX,11,0,0,1,0
TXN00004179,2025-05-22 13:23:22.062831,CHECK_DEPOSIT,290.72,ACC4509,MERCHANT_129,CHICAGO,13,3,0,1,0
TXN00004180,2025-05-23 02:05:03.062831,CARD_PAYMENT,143.62,ACC3642,MERCHANT_107,HOUSTON,2,4,0,1,1
TXN00004181,2025-05-05 06:04:03.062831,ATM_WITHDRAWAL,56.34,ACC8656,MERCHANT_473,CHICAGO,6,0,0,1,0
TXN00004182,2025-05-28 03:28:48.062831,CARD_PAYMENT,104.01,ACC4087,MERCHANT_138,ONLINE,3,2,0,1,0
TXN00004183,2025-06-01 00:30:17.062831,ONLINE_PURCHASE,156.27,ACC1840,MERCHANT_363,PHOENIX,0,6,1,1,0
TXN00004184,2025-05-30 22:09:19.062831,CARD_PAYMENT,361.58,ACC8986,MERCHANT_351,HOUSTON,22,4,0,1,0
TXN00004185,2025-05-17 02:08:08.062831,ONLINE_PURCHASE,189.06,ACC2957,MERCHANT_80,ONLINE,2,5,1,1,0
TXN00004186,2025-05-08 22:41:48.062831,CHECK_DEPOSIT,287.02,ACC8171,MERCHANT_212,CHICAGO,22,3,0,1,0
TXN00004187,2025-06-02 12:16:11.062831,ONLINE_PURCHASE,142.49,ACC4634,MERCHANT_72,CHICAGO,12,0,0,1,0
TXN00004188,2025-05-30 20:39:48.062831,ONLINE_PURCHASE,206.55,ACC2070,MERCHANT_106,CHICAGO,20,4,0,1,0
TXN00004189,2025-05-24 10:09:01.062831,ATM_WITHDRAWAL,93.11,ACC1018,MERCHANT_196,ONLINE,10,5,1,1,1
TXN00004190,2025-05-12 15:28:45.062831,CHECK_DEPOSIT,100.68,ACC8529,MERCHANT_304,PHOENIX,15,0,0,1,0
TXN00004191,2025-05-05 19:17:14.062831,ONLINE_PURCHASE,71.0,ACC6963,MERCHANT_223,HOUSTON,19,0,0,1,0
TXN00004192,2025-05-06 21:59:34.062831,ONLINE_PURCHASE,190.02,ACC3567,MERCHANT_175,PHOENIX,21,1,0,1,0
TXN00004193,2025-05-30 07:14:24.062831,CHECK_DEPOSIT,126.05,ACC6657,MERCHANT_487,NEW_YORK,7,4,0,1,0
TXN00004194,2025-05-09 04:23:11.062831,CARD_PAYMENT,214.53,ACC9348,MERCHANT_332,INTERNATIONAL,4,4,0,1,1
TXN00004195,2025-05-26 12:00:18.062831,ATM_WITHDRAWAL,115.71,ACC5334,MERCHANT_159,NEW_YORK,12,0,0,1,0
TXN00004196,2025-05-25 11:56:14.062831,ONLINE_PURCHASE,578.3,ACC4225,MERCHANT_59,CHICAGO,11,6,1,1,0
TXN00004197,2025-05-18 02:37:51.062831,ATM_WITHDRAWAL,153.13,ACC6819,MERCHANT_263,CHICAGO,2,6,1,1,0
TXN00004198,2025-05-17 14:08:07.062831,ONLINE_PURCHASE,301.42,ACC5639,MERCHANT_449,CHICAGO,14,5,1,1,0
TXN00004199,2025-06-01 19:51:40.062831,CARD_PAYMENT,242.68,ACC7398,MERCHANT_39,PHOENIX,19,6,1,1,0
TXN00004200,2025-05-06 09:07:47.062831,CARD_PAYMENT,294.87,ACC3969,MERCHANT_34,PHOENIX,9,1,0,1,0
TXN00004201,2025-05-16 19:19:19.062831,ONLINE_PURCHASE,75.76,ACC3014,MERCHANT_361,CHICAGO,19,4,0,1,0
TXN00004202,2025-05-22 18:12:23.062831,ONLINE_PURCHASE,25.54,ACC4115,MERCHANT_370,CHICAGO,18,3,0,1,0
TXN00004203,2025-05-06 07:11:35.062831,ATM_WITHDRAWAL,336.77,ACC4369,MERCHANT_249,INTERNATIONAL,7,1,0,1,0
TXN00004204,2025-05-22 14:00:57.062831,CARD_PAYMENT,233.75,ACC1721,MERCHANT_425,PHOENIX,14,3,0,1,0
TXN00004205,2025-05-15 15:23:18.062831,DIRECT_DEPOSIT,135.4,ACC3748,MERCHANT_323,ONLINE,15,3,0,1,0
TXN00004206,2025-05-23 09:23:22.062831,DIRECT_DEPOSIT,81.16,ACC6886,MERCHANT_174,ONLINE,9,4,0,1,0
TXN00004207,2025-05-10 07:22:42.062831,CARD_PAYMENT,328.09,ACC5506,MERCHANT_87,PHOENIX,7,5,1,1,0
TXN00004208,2025-05-20 04:21:03.062831,ATM_WITHDRAWAL,69.59,ACC6587,MERCHANT_256,INTERNATIONAL,4,1,0,1,1
TXN00004209,2025-05-07 21:25:09.062831,ATM_WITHDRAWAL,484.61,ACC6566,MERCHANT_120,NEW_YORK,21,2,0,1,0
TXN00004210,2025-05-19 11:46:40.062831,ONLINE_PURCHASE,113.06,ACC6573,MERCHANT_91,PHOENIX,11,0,0,1,0
TXN00004211,2025-06-01 03:40:31.062831,CARD_PAYMENT,311.14,ACC8487,MERCHANT_492,CHICAGO,3,6,1,1,0
TXN00004212,2025-05-16 00:52:47.062831,ONLINE_PURCHASE,221.7,ACC1583,MERCHANT_341,HOUSTON,0,4,0,1,0
TXN00004213,2025-05-18 19:10:48.062831,CHECK_DEPOSIT,72.91,ACC9720,MERCHANT_368,ONLINE,19,6,1,1,0
TXN00004214,2025-05-31 00:37:40.062831,CARD_PAYMENT,118.82,ACC2946,MERCHANT_424,PHOENIX,0,5,1,1,0
TXN00004215,2025-05-14 20:41:11.062831,DIRECT_DEPOSIT,66.03,ACC7806,MERCHANT_497,ONLINE,20,2,0,1,0
TXN00004216,2025-05-21 16:07:28.062831,CARD_PAYMENT,94.85,ACC2349,MERCHANT_345,HOUSTON,16,2,0,1,0
TXN00004217,2025-05-17 11:07:39.062831,DIRECT_DEPOSIT,4.46,ACC7943,MERCHANT_283,NEW_YORK,11,5,1,1,0
TXN00004218,2025-05-24 16:44:24.062831,ONLINE_PURCHASE,29.1,ACC9438,MERCHANT_434,LOS_ANGELES,16,5,1,1,0
TXN00004219,2025-05-21 17:17:49.062831,CARD_PAYMENT,166.32,ACC7516,MERCHANT_491,INTERNATIONAL,17,2,0,1,1
TXN00004220,2025-05-29 16:36:49.062831,CARD_PAYMENT,84.14,ACC7403,MERCHANT_163,INTERNATIONAL,16,3,0,1,1
TXN00004221,2025-05-30 09:35:14.062831,DIRECT_DEPOSIT,143.34,ACC2482,MERCHANT_34,INTERNATIONAL,9,4,0,1,0
TXN00004222,2025-05-10 02:26:44.062831,DIRECT_DEPOSIT,106.11,ACC5294,MERCHANT_466,ONLINE,2,5,1,1,0
TXN00004223,2025-05-18 03:59:26.062831,CHECK_DEPOSIT,6.7,ACC1815,MERCHANT_344,CHICAGO,3,6,1,1,0
TXN00004224,2025-05-20 02:06:34.062831,CARD_PAYMENT,382.93,ACC1553,MERCHANT_445,INTERNATIONAL,2,1,0,1,0
TXN00004225,2025-05-09 12:32:44.062831,CHECK_DEPOSIT,48.5,ACC4676,MERCHANT_129,NEW_YORK,12,4,0,1,0
TXN00004226,2025-05-22 10:18:29.062831,CARD_PAYMENT,98.8,ACC5184,MERCHANT_115,INTERNATIONAL,10,3,0,1,0
TXN00004227,2025-05-08 06:31:37.062831,DIRECT_DEPOSIT,340.31,ACC2334,MERCHANT_1,PHOENIX,6,3,0,1,0
TXN00004228,2025-05-13 20:36:10.062831,DIRECT_DEPOSIT,180.82,ACC5930,MERCHANT_146,ONLINE,20,1,0,1,0
TXN00004229,2025-05-22 14:36:20.062831,CARD_PAYMENT,400.12,ACC3624,MERCHANT_283,CHICAGO,14,3,0,1,0
TXN00004230,2025-05-14 08:30:35.062831,ONLINE_PURCHASE,205.64,ACC2939,MERCHANT_496,NEW_YORK,8,2,0,1,0
TXN00004231,2025-05-09 12:43:31.062831,ONLINE_PURCHASE,13.4,ACC4542,MERCHANT_57,ONLINE,12,4,0,1,0
TXN00004232,2025-05-27 20:54:04.062831,ONLINE_PURCHASE,182.47,ACC6731,MERCHANT_372,ONLINE,20,1,0,1,0
TXN00004233,2025-05-04 12:50:07.062831,ONLINE_PURCHASE,550.13,ACC7318,MERCHANT_303,PHOENIX,12,6,1,1,0
TXN00004234,2025-05-06 01:21:45.062831,CARD_PAYMENT,229.32,ACC4964,MERCHANT_88,CHICAGO,1,1,0,1,0
TXN00004235,2025-05-11 01:09:00.062831,ATM_WITHDRAWAL,8.59,ACC1132,MERCHANT_253,PHOENIX,1,6,1,1,0
TXN00004236,2025-05-30 18:50:44.062831,CHECK_DEPOSIT,255.91,ACC6282,MERCHANT_412,NEW_YORK,18,4,0,1,0
TXN00004237,2025-05-04 04:37:05.062831,ATM_WITHDRAWAL,95.74,ACC2752,MERCHANT_441,ONLINE,4,6,1,1,0
TXN00004238,2025-05-23 06:40:31.062831,CHECK_DEPOSIT,233.72,ACC1350,MERCHANT_433,HOUSTON,6,4,0,1,0
TXN00004239,2025-05-10 13:53:16.062831,ONLINE_PURCHASE,128.49,ACC5790,MERCHANT_323,CHICAGO,13,5,1,1,0
TXN00004240,2025-05-30 04:10:28.062831,ATM_WITHDRAWAL,506.59,ACC2434,MERCHANT_43,ONLINE,4,4,0,1,1
TXN00004241,2025-05-31 08:12:46.062831,DIRECT_DEPOSIT,451.95,ACC6156,MERCHANT_259,NEW_YORK,8,5,1,1,0
TXN00004242,2025-05-15 06:04:49.062831,ONLINE_PURCHASE,97.85,ACC6812,MERCHANT_443,NEW_YORK,6,3,0,1,0
TXN00004243,2025-05-15 01:03:58.062831,ONLINE_PURCHASE,21.3,ACC3260,MERCHANT_315,INTERNATIONAL,1,3,0,1,0
