step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,hour,day,amount_to_balance_ratio,balance_change_orig,balance_change_dest
24,CASH_OUT,498.21,C000009631,1429.39,931.18,C000017869,75.9,75.9,0,0,2,0.3483036095051,-498.21000000000015,0.0
311,TRANSFER,108.11,C000009632,11443.69,11335.58,C000012028,117.97,226.08,0,23,13,0.009446302171574765,-108.11000000000058,108.11000000000001
461,DEBIT,25.02,C000009633,167.37,142.35,C000013693,76.21,76.21,0,5,20,0.14860129476747638,-25.02000000000001,0.0
208,CASH_OUT,35.66,C000009634,33.26,0.0,C000016027,430.41,430.41,0,16,9,1.0408639813193228,-33.26,0.0
717,PAYMENT,354.99,C000009635,11400.06,11045.07,C000012661,562.72,917.71,1,21,30,0.031136578528663125,-354.9899999999998,354.99
664,CASH_OUT,970.7,C000009636,4501.69,3530.99,C000016290,522.27,522.27,0,16,28,0.2155822408382545,-970.6999999999998,0.0
438,CASH_OUT,56.06,C000009637,3064.67,3008.61,C000012253,3572.6,3572.6,0,6,19,0.018286377855411706,-56.059999999999945,0.0
538,TRANSFER,440.93,C000009638,420.6,0.0,C000012027,585.3,1026.23,1,10,23,1.045849146110057,-420.6,440.93000000000006
706,CASH_IN,3510.48,C000009639,229.33,3739.81,C000011255,7.37,7.37,0,10,30,15.2410888724873,3510.48,0.0
336,CASH_IN,11.97,C000009640,1150.79,1162.76,C000019484,166.08,166.08,1,0,15,0.010392519469694998,11.970000000000027,0.0
422,TRANSFER,302.28,C000009641,5128.37,4826.09,C000019138,313.59,615.87,0,14,18,0.058931213774791054,-302.27999999999975,302.28000000000003
321,CASH_OUT,781.58,C000009642,1238.14,456.56,C000019979,137.96,137.96,0,9,14,0.6307439030295204,-781.5800000000002,0.0
497,CASH_IN,122.69,C000009643,11500.55,11623.24,C000017526,262.12,262.12,0,17,21,0.010667257891327692,122.69000000000051,0.0
587,PAYMENT,1766.17,C000009644,712.59,0.0,C000018681,107.19,1873.36,1,11,25,2.475048697431298,-712.59,1766.1699999999998
163,PAYMENT,12060.3,C000009645,1367.83,0.0,C000016768,4975.46,17035.76,1,19,7,8.81066312105959,-1367.83,12060.3
541,PAYMENT,294.92,C000009646,8559.54,8264.62,C000014826,27.68,322.6,1,13,23,0.0344510977111257,-294.9200000000001,294.92
165,DEBIT,93.02,C000009647,1693.63,1600.61,C000018940,28.05,28.05,0,21,7,0.05489103816172261,-93.02000000000021,0.0
698,CASH_OUT,1047.29,C000009648,1824.34,777.05,C000019815,18.5,18.5,0,2,30,0.5737506437156913,-1047.29,0.0
566,PAYMENT,799.62,C000009649,1135.43,335.81,C000010356,1897.84,2697.46,0,14,24,0.7036245083287136,-799.6200000000001,799.6200000000001
295,CASH_IN,0.96,C000009650,859.7,860.66,C000016299,18.84,18.84,0,7,13,0.0011153712094806552,0.9599999999999227,0.0
42,CASH_OUT,147.6,C000009651,5070.86,4923.26,C000012740,1201.55,1201.55,0,18,2,0.0291017496539731,-147.59999999999945,0.0
285,DEBIT,67.41,C000009652,6158.32,6090.91,C000019808,308.22,308.22,0,21,12,0.01094438996512602,-67.40999999999985,0.0
387,PAYMENT,328.13,C000009653,4191.12,3862.99,C000013149,236.42,564.55,0,3,17,0.07827304561892312,-328.1300000000001,328.13
138,TRANSFER,100.75,C000009654,1182.9,1082.15,C000018908,894.45,995.2,0,18,6,0.08510009291325281,-100.75,100.75
187,CASH_OUT,125.17,C000009655,2203.41,2078.24,C000013931,12399.0,12399.0,0,19,8,0.05678163318076039,-125.17000000000007,0.0
716,TRANSFER,26.41,C000009656,32659.86,32633.45,C000017649,35.02,61.43,0,20,30,0.0008086131228632681,-26.409999999999854,26.409999999999997
431,CASH_OUT,644.88,C000009657,353.67,0.0,C000014767,96.3,96.3,1,23,18,1.8182535878422195,-353.67,0.0
554,DEBIT,4064.66,C000009658,50454.99,46390.33,C000015259,17.2,17.2,0,2,24,0.0805585223875302,-4064.659999999996,0.0
416,PAYMENT,27.24,C000009659,3461.92,3434.68,C000014497,593.36,620.6,0,8,18,0.007866193847966456,-27.240000000000236,27.24000000000001
426,DEBIT,9.08,C000009660,2275.17,2266.09,C000016258,145.65,145.65,0,18,18,0.0039891572246361215,-9.079999999999927,0.0
416,PAYMENT,154.47,C000009661,12457.37,12302.9,C000018088,44.45,198.92,0,8,18,0.012398893274160263,-154.47000000000116,154.46999999999997
26,PAYMENT,140.15,C000009662,134.17,0.0,C000016104,159.59,299.74,1,2,2,1.036842494636384,-134.17,140.15
371,PAYMENT,1543.59,C000009663,23634.89,22091.3,C000015133,51.85,1595.44,0,11,16,0.06530703942182842,-1543.5900000000001,1543.5900000000001
385,PAYMENT,12.7,C000009664,48367.76,48355.06,C000018086,2019.64,2032.34,0,1,17,0.0002625661687419731,-12.700000000004366,12.699999999999818
56,PAYMENT,50.61,C000009665,15244.27,15193.66,C000019875,7.64,58.25,0,8,3,0.003319718181442506,-50.61000000000058,50.61
253,DEBIT,2.02,C000009666,127.3,125.28,C000019639,7000.77,7000.77,0,13,11,0.01574434918160561,-2.019999999999996,0.0
634,CASH_OUT,2321.5,C000009667,9379.22,7057.72,C000017189,6192.25,6192.25,0,10,27,0.2474888648667089,-2321.499999999999,0.0
106,TRANSFER,244.96,C000009668,35206.92,34961.96,C000019712,72.68,317.64,0,10,5,0.006957525465861091,-244.95999999999913,244.95999999999998
130,CASH_OUT,58.74,C000009669,30155.52,30096.78,C000014311,726.91,726.91,1,10,6,0.0019478374825742492,-58.7400000000016,0.0
670,PAYMENT,10.54,C000009670,360.63,350.09,C000015264,50220.67,50231.21,0,22,28,0.029145812017808255,-10.54000000000002,10.540000000000873
376,PAYMENT,12.67,C000009671,13691.57,13678.9,C000012538,643.22,655.89,0,16,16,0.0009253193520281437,-12.670000000000073,12.669999999999959
743,CASH_OUT,339.86,C000009672,44062.11,43722.25,C000014999,53.2,53.2,0,23,31,0.0077130279728326034,-339.8600000000006,0.0
308,CASH_OUT,16.2,C000009673,3115.67,3099.47,C000018532,2641.9,2641.9,0,20,13,0.005197855403363204,-16.200000000000273,0.0
91,CASH_OUT,182.73,C000009674,337.29,154.56,C000018304,1274.96,1274.96,0,19,4,0.5401578527299062,-182.73000000000002,0.0
393,TRANSFER,8829.82,C000009675,10331.77,1501.95,C000013738,48.93,8878.75,1,9,17,0.8545452961790497,-8829.82,8829.82
534,CASH_OUT,74.06,C000009676,14483.81,14409.75,C000014182,66.98,66.98,0,6,23,0.005112942454888949,-74.05999999999949,0.0
110,CASH_OUT,21.7,C000009677,2419.19,2397.49,C000014457,262.2,262.2,0,14,5,0.008966238187910865,-21.700000000000273,0.0
561,CASH_IN,318.62,C000009678,499.65,818.27,C000010484,10868.02,10868.02,0,9,24,0.6364126635374014,318.62,0.0
641,PAYMENT,12.79,C000009679,13001.35,12988.56,C000019073,41.19,53.98,0,17,27,0.0009836683368775643,-12.790000000000873,12.79
585,TRANSFER,4628.41,C000009680,940.85,0.0,C000013103,214.23,4842.64,1,9,25,4.914168922864575,-940.85,4628.410000000001
340,CASH_OUT,2458.33,C000009681,5410.09,2951.76,C000017528,11296.01,11296.01,1,4,15,0.4543132714480816,-2458.33,0.0
565,CASH_IN,106.87,C000009682,30861.03,30967.9,C000010168,152.89,152.89,0,13,24,0.0034628311877086507,106.87000000000262,0.0
356,PAYMENT,24.67,C000009683,247.6,222.93,C000017451,3350.88,3375.55,0,20,15,0.09923572003218022,-24.669999999999987,24.670000000000073
168,TRANSFER,63.34,C000009684,11633.52,11570.18,C000017049,304.65,367.99,0,0,8,0.005444143806534348,-63.340000000000146,63.34000000000003
557,PAYMENT,82.16,C000009685,2186.65,2104.49,C000017116,9214.91,9297.07,1,5,24,0.03755628185495851,-82.16000000000031,82.15999999999985
452,TRANSFER,319.62,C000009686,2273.37,1953.75,C000018029,3245.51,3565.13,0,20,19,0.14053122403127022,-319.6199999999999,319.6199999999999
105,PAYMENT,1187.1,C000009687,6447.67,5260.57,C000013292,565.06,1752.16,0,9,5,0.18408447013105025,-1187.1000000000004,1187.1000000000001
150,PAYMENT,18.67,C000009688,937.23,918.56,C000011736,340.01,358.68,0,6,7,0.019899171844856806,-18.670000000000073,18.670000000000016
146,TRANSFER,1120.82,C000009689,511.56,0.0,C000017281,65.29,1186.11,0,2,7,2.1867098486030905,-511.56,1120.82
716,PAYMENT,510.49,C000009690,205.14,0.0,C000019741,12.52,523.01,0,20,30,2.4764237896575145,-205.14,510.49
299,PAYMENT,53.75,C000009691,18913.74,18859.99,C000016094,388.38,442.13,0,11,13,0.0028416991193111825,-53.75,53.75
167,PAYMENT,16.89,C000009692,1707.0,1690.11,C000010847,963.35,980.24,0,23,7,0.009888758782201405,-16.8900000000001,16.889999999999986
713,PAYMENT,187.25,C000009693,7008.72,6821.47,C000010888,2005.1,2192.35,0,17,30,0.026712907220259867,-187.25,187.25
646,CASH_IN,17.83,C000009694,1440.08,1457.91,C000016508,36472.45,36472.45,1,22,27,0.012372664945735143,17.830000000000155,0.0
723,TRANSFER,1149.82,C000009695,521.84,0.0,C000019504,26.26,1176.08,0,3,31,2.1991813939254836,-521.84,1149.82
48,DEBIT,15.68,C000009696,7930.48,7914.8,C000014054,304.39,304.39,1,0,3,0.0019769324262306656,-15.679999999999382,0.0
638,TRANSFER,443.82,C000009697,4875.33,4431.51,C000013127,1031.58,1475.4,0,14,27,0.09101516919486581,-443.8199999999997,443.82000000000016
239,CASH_IN,126.31,C000009698,2089.44,2215.75,C000014265,54.06,54.06,0,23,10,0.0604226861330629,126.30999999999995,0.0
7,TRANSFER,48.36,C000009699,4688.39,4640.03,C000011818,1256.01,1304.37,0,7,1,0.010312641942768675,-48.36000000000058,48.3599999999999
464,TRANSFER,120.82,C000009700,705.76,584.94,C000013181,735.46,856.28,0,8,20,0.17094911992755674,-120.81999999999994,120.81999999999994
453,TRANSFER,1286.87,C000009701,14631.03,13344.16,C000015021,187.3,1474.17,0,21,19,0.08794883553409881,-1286.8700000000008,1286.8700000000001
371,CASH_OUT,13.67,C000009702,20714.56,20700.89,C000012944,19.55,19.55,1,11,16,0.0006598904398432868,-13.670000000001892,0.0
549,TRANSFER,65.08,C000009703,9311.05,9245.97,C000016180,353.51,418.59,0,21,23,0.006988794089378816,-65.07999999999993,65.07999999999998
487,PAYMENT,33.0,C000009704,1706.2,1673.2,C000016868,957.69,990.69,0,7,21,0.019329896907216496,-33.0,33.0
211,PAYMENT,137.38,C000009705,3258.49,3121.11,C000013937,10.95,148.33,0,19,9,0.04214769795274721,-137.37999999999965,137.38000000000002
165,CASH_OUT,37.74,C000009706,31358.94,31321.2,C000016203,202.49,202.49,0,21,7,0.0012034461800628446,-37.73999999999796,0.0
125,TRANSFER,4.32,C000009707,20368.59,20364.27,C000015611,207.87,212.19,1,5,6,0.0002120808518973627,-4.319999999999709,4.319999999999993
337,PAYMENT,17.99,C000009708,59326.04,59308.05,C000013743,2516.03,2534.02,0,1,15,0.00030323441048129147,-17.989999999997963,17.98999999999978
192,PAYMENT,3926.52,C000009709,924.47,0.0,C000019955,42.96,3969.48,1,0,9,4.2427307206068265,-924.47,3926.52
730,TRANSFER,243.1,C000009710,808.1,565.0,C000019376,1049.88,1292.98,0,10,31,0.3004572982326041,-243.10000000000002,243.0999999999999
214,DEBIT,226.95,C000009711,3646.62,3419.67,C000012858,1430.71,1430.71,0,22,9,0.06221865216223181,-226.94999999999982,0.0
574,PAYMENT,84.33,C000009712,5488.13,5403.8,C000013897,565.46,649.79,1,22,24,0.015363090325789332,-84.32999999999993,84.32999999999993
328,PAYMENT,133.85,C000009713,2408.03,2274.18,C000015488,2390.46,2524.31,0,16,14,0.055561782128076435,-133.85000000000036,133.8499999999999
381,DEBIT,62.83,C000009714,1661.5,1598.67,C000015083,23444.56,23444.56,0,21,16,0.037792481203007516,-62.82999999999993,0.0
673,CASH_OUT,425.75,C000009715,19952.16,19526.41,C000018536,2714.65,2714.65,1,1,29,0.021337472360267746,-425.75,0.0
578,PAYMENT,181.57,C000009716,2601.65,2420.08,C000017480,164.35,345.92,0,2,25,0.0697635102683803,-181.57000000000016,181.57000000000002
239,DEBIT,14.26,C000009717,481.63,467.37,C000016066,1315.0,1315.0,0,23,10,0.029546443445289353,-14.259999999999991,0.0
532,TRANSFER,246.52,C000009718,572.76,326.24,C000018827,4102.74,4349.26,0,4,23,0.42965699944227553,-246.51999999999998,246.52000000000044
700,TRANSFER,1.09,C000009719,4318.21,4317.12,C000011238,86.24,87.33,0,4,30,0.0002523609641577974,-1.0900000000001455,1.0900000000000034
82,CASH_IN,339.58,C000009720,269407.05,269746.63,C000013230,1377.18,1377.18,0,10,4,0.0012604671612448106,339.5800000000163,0.0
363,CASH_IN,8.86,C000009721,689.58,698.44,C000014378,644.2,644.2,0,3,16,0.01282979524457702,8.860000000000014,0.0
505,PAYMENT,122.47,C000009722,1858.8,1736.33,C000012178,1300.92,1423.39,0,1,22,0.06585116679212819,-122.47000000000003,122.47000000000003
202,PAYMENT,13.61,C000009723,109886.93,109873.32,C000015482,25.44,39.05,0,10,9,0.00012385345688102416,-13.60999999998603,13.609999999999996
504,PAYMENT,149.25,C000009724,1441.7,1292.45,C000012924,301.92,451.17,0,0,22,0.10345186109378249,-149.25,149.25
644,PAYMENT,471.8,C000009725,5902.85,5431.05,C000016407,113.26,585.06,0,20,27,0.07991395445344987,-471.8000000000002,471.79999999999995
37,PAYMENT,2997.86,C000009726,49705.26,46707.4,C000015275,717.45,3715.31,0,13,2,0.060311518106572495,-2997.8600000000006,2997.8599999999997
644,PAYMENT,6.8,C000009727,715.36,708.56,C000011329,1756.88,1763.68,0,20,27,0.00949243397174605,-6.800000000000068,6.7999999999999545
589,CASH_IN,1044.14,C000009728,1874.52,2918.66,C000015368,11.08,11.08,0,13,25,0.5567202695785702,1044.1399999999999,0.0
601,DEBIT,192.93,C000009729,1441.52,1248.59,C000019429,851.24,851.24,0,1,26,0.1337451127194077,-192.93000000000006,0.0
402,TRANSFER,60.26,C000009730,305.87,245.61,C000011434,7989.46,8049.72,0,18,17,0.1963697982859191,-60.25999999999999,60.26000000000022
706,TRANSFER,678.38,C000009731,31383.86,30705.48,C000011857,8358.32,9036.7,0,10,30,0.021614880550685903,-678.380000000001,678.380000000001
176,PAYMENT,92.59,C000009732,1238.79,1146.2,C000011533,9672.98,9765.57,0,8,8,0.07468200259721405,-92.58999999999992,92.59000000000015
545,PAYMENT,623.32,C000009733,800.82,177.5,C000016862,2184.63,2807.95,0,17,23,0.7773814571849044,-623.32,623.3199999999997
570,PAYMENT,20.4,C000009734,1530.5,1510.1,C000019920,5661.73,5682.13,0,18,24,0.013320274240940254,-20.40000000000009,20.400000000000546
467,CASH_OUT,41.85,C000009735,12007.02,11965.17,C000014964,191.42,191.42,1,11,20,0.00348517074421928,-41.850000000000364,0.0
201,PAYMENT,979.65,C000009736,3531.01,2551.36,C000011496,370.54,1350.19,0,9,9,0.2773633143734021,-979.6500000000001,979.6500000000001
540,DEBIT,2895.18,C000009737,909.14,0.0,C000018281,19.63,19.63,0,12,23,3.1810270947326784,-909.14,0.0
547,CASH_OUT,138.37,C000009738,5506.72,5368.35,C000011929,148.81,148.81,0,19,23,0.02512291837638805,-138.3699999999999,0.0
637,PAYMENT,0.56,C000009739,10085.88,10085.32,C000019231,2420.23,2420.79,0,13,27,5.5517662547784855e-05,-0.5599999999994907,0.5599999999999454
394,PAYMENT,99.67,C000009740,2876.57,2776.9,C000015894,1198.18,1297.85,0,10,17,0.03463686374267177,-99.67000000000007,99.66999999999985
42,CASH_OUT,158.36,C000009741,2096.15,1937.79,C000017725,2.4,2.4,0,18,2,0.07551200438690604,-158.36000000000013,0.0
597,CASH_IN,93.17,C000009742,13681.69,13774.86,C000011868,493.85,493.85,0,21,25,0.006809333544792727,93.17000000000007,0.0
393,CASH_OUT,290.81,C000009743,2278.38,1987.57,C000018135,160.38,160.38,1,9,17,0.1275829392203143,-290.8100000000002,0.0
700,PAYMENT,57.18,C000009744,33265.87,33208.69,C000019635,241.32,298.5,0,4,30,0.0017188271694932524,-57.18000000000029,57.18000000000001
623,TRANSFER,794.52,C000009745,956.76,162.24,C000013906,7673.05,8467.57,0,23,26,0.829560641496826,-794.52,794.5199999999995
441,PAYMENT,14.39,C000009746,923.92,909.53,C000015530,48.33,62.72,0,9,19,0.015558102322363017,-14.389999999999986,14.39
617,CASH_IN,1761.11,C000009747,768.4,2529.51,C000015081,63.97,63.97,0,17,26,2.2889394333246686,1761.1100000000001,0.0
506,CASH_OUT,3294.99,C000009748,2083.35,0.0,C000013774,13444.94,13444.94,1,2,22,1.580823758006093,-2083.35,0.0
320,CASH_OUT,23.9,C000009749,2992.18,2968.28,C000010469,283.96,283.96,0,8,14,0.007984818821454106,-23.899999999999636,0.0
553,TRANSFER,23.87,C000009750,408.11,384.24,C000018833,3148.36,3172.23,0,1,24,0.058346166067805724,-23.870000000000005,23.86999999999989
215,CASH_OUT,337.44,C000009751,3446.57,3109.13,C000018629,575.3,575.3,0,23,9,0.0978776355519975,-337.44000000000005,0.0
71,PAYMENT,13.81,C000009752,6960.67,6946.86,C000018166,494.7,508.51,0,23,3,0.0019837194236440397,-13.8100000000004,13.810000000000002
568,PAYMENT,55.41,C000009753,330.88,275.47,C000019148,70.26,125.67,0,16,24,0.16695793660359165,-55.40999999999997,55.41
236,PAYMENT,1346.22,C000009754,1364.09,17.87,C000014618,3844.04,5190.26,0,20,10,0.9861767355998506,-1346.22,1346.2200000000003
281,CASH_IN,648.86,C000009755,6982.96,7631.82,C000011686,1996.41,1996.41,0,17,12,0.09290717587156856,648.8599999999997,0.0
617,CASH_OUT,7788.42,C000009756,581.65,0.0,C000010285,179.67,179.67,0,17,26,13.36723590491719,-581.65,0.0
162,PAYMENT,208.84,C000009757,1855.73,1646.89,C000014933,410.66,619.5,0,18,7,0.11247731226403408,-208.83999999999992,208.83999999999997
191,DEBIT,43.74,C000009758,15249.09,15205.35,C000015512,1407.53,1407.53,0,23,8,0.002868179794348755,-43.73999999999978,0.0
9,PAYMENT,164.43,C000009759,44036.5,43872.07,C000012485,76.94,241.37,0,9,1,0.003733863184785694,-164.4300000000003,164.43
60,PAYMENT,109.82,C000009760,5766.8,5656.98,C000011163,14.4,124.22,0,12,3,0.01904018863344776,-109.82000000000062,109.82
225,PAYMENT,112.94,C000009761,2312.58,2199.64,C000019630,510.01,622.95,0,9,10,0.048816120471304215,-112.94000000000005,112.94000000000005
700,TRANSFER,141.51,C000009762,1405.16,1263.65,C000011572,88.12,229.63,0,4,30,0.10063577402287079,-141.51,141.51
582,TRANSFER,23.02,C000009763,11685.82,11662.8,C000014010,2368.51,2391.53,0,6,25,0.001969740271519541,-23.020000000000437,23.019999999999982
287,TRANSFER,260.98,C000009764,16319.4,16058.42,C000017864,230.99,491.97,0,23,12,0.01599102963162668,-260.97999999999956,260.98
169,CASH_OUT,8.87,C000009765,526.02,517.15,C000014743,29.2,29.2,0,1,8,0.016830480816667298,-8.870000000000005,0.0
62,PAYMENT,35.39,C000009766,11680.08,11644.69,C000010390,589.18,624.57,0,14,3,0.0030296856112619723,-35.38999999999942,35.3900000000001
349,CASH_OUT,117.01,C000009767,1199.22,1082.21,C000010557,33.29,33.29,0,13,15,0.09749046008231825,-117.00999999999999,0.0
442,PAYMENT,1.62,C000009768,821.12,819.5,C000016550,1004.59,1006.21,0,10,19,0.0019705152532477014,-1.6200000000000045,1.6200000000000045
14,CASH_OUT,690.89,C000009769,2367.37,1676.48,C000012001,5.98,5.98,0,14,1,0.29171539919860495,-690.8899999999999,0.0
164,CASH_OUT,2.44,C000009770,13192.71,13190.27,C000017759,423.24,423.24,0,20,7,0.0001849366099451936,-2.4399999999986903,0.0
420,CASH_OUT,566.33,C000009771,4741.5,4175.17,C000012505,902.83,902.83,0,12,18,0.11941591987348446,-566.3299999999999,0.0
520,TRANSFER,11.18,C000009772,4552.8,4541.62,C000013526,36.55,47.73,0,16,22,0.00245509245026132,-11.180000000000291,11.18
666,CASH_OUT,66.03,C000009773,5057.68,4991.65,C000019303,5111.98,5111.98,0,18,28,0.013052812196066958,-66.03000000000065,0.0
548,PAYMENT,419.16,C000009774,6011.85,5592.69,C000016143,18.32,437.48,0,20,23,0.06971070291126504,-419.16000000000076,419.16
560,DEBIT,12043.48,C000009775,2511.85,0.0,C000015329,744.21,744.21,1,8,24,4.792757227848857,-2511.85,0.0
597,PAYMENT,187.34,C000009776,7691.21,7503.87,C000011277,16.89,204.23,0,21,25,0.024354509302268137,-187.34000000000015,187.33999999999997
28,PAYMENT,2.81,C000009777,1108.18,1105.37,C000017328,46.77,49.58,0,4,2,0.002533403054508736,-2.810000000000173,2.809999999999995
708,TRANSFER,999.64,C000009778,7914.97,6915.33,C000013267,777.16,1776.8,0,12,30,0.12628142855518654,-999.6400000000003,999.64
446,CASH_OUT,93.33,C000009779,10780.33,10687.0,C000019593,1055.34,1055.34,0,14,19,0.008656631417459627,-93.32999999999993,0.0
208,PAYMENT,170.68,C000009780,8507.51,8336.83,C000016288,545.05,715.73,0,16,9,0.020059916483614642,-170.6800000000003,170.68000000000006
470,CASH_IN,452.92,C000009781,9196.18,9649.1,C000014226,1772.66,1772.66,0,14,20,0.04924552960798854,452.9200000000001,0.0
716,CASH_IN,1.73,C000009782,5986.72,5988.45,C000012036,32.33,32.33,0,20,30,0.0002889246658160368,1.7299999999995634,0.0
104,CASH_OUT,150.37,C000009783,17329.48,17179.11,C000015811,19.09,19.09,0,8,5,0.008676620612931668,-150.36999999999898,0.0
742,TRANSFER,65.41,C000009784,98.75,33.34,C000019649,1451.83,1517.24,0,22,31,0.6557393483709273,-65.41,65.41000000000008
426,CASH_OUT,1709.01,C000009785,10728.07,9019.06,C000011353,12.24,12.24,0,18,18,0.159287804068759,-1709.0100000000002,0.0
101,PAYMENT,635.38,C000009786,57710.03,57074.65,C000019124,35.58,670.96,0,5,5,0.011009680471826617,-635.3799999999974,635.38
541,TRANSFER,5.73,C000009787,1172.81,1167.08,C000015642,315.58,321.31,0,13,23,0.004881539601809493,-5.730000000000018,5.730000000000018
639,CASH_IN,1854.28,C000009788,991.68,2845.96,C000012948,732.01,732.01,0,15,27,1.8679534190272797,1854.2800000000002,0.0
522,CASH_IN,364.69,C000009789,20526.63,20891.32,C000014181,713.91,713.91,0,18,22,0.017765811250495065,364.6899999999987,0.0
106,CASH_IN,6.72,C000009790,742.4,749.12,C000014965,27.95,27.95,0,10,5,0.00903954802259887,6.720000000000027,0.0
679,PAYMENT,165.92,C000009791,1096.54,930.62,C000016146,421.97,587.89,0,7,29,0.15117444466716473,-165.91999999999996,165.91999999999996
277,PAYMENT,1175.74,C000009792,3846.51,2670.77,C000018604,47.35,1223.09,0,13,12,0.3055846508521095,-1175.7400000000002,1175.74
65,PAYMENT,13.09,C000009793,899.26,886.17,C000010121,832.16,845.25,0,17,3,0.014540243929531469,-13.090000000000032,13.090000000000032
188,TRANSFER,2333.57,C000009794,11076.01,8742.44,C000011481,547.5,2881.07,0,20,8,0.21066786073137067,-2333.5699999999997,2333.57
317,PAYMENT,7.2,C000009795,910.32,903.12,C000018201,2301.83,2309.03,1,5,14,0.007900627660975289,-7.2000000000000455,7.200000000000273
138,PAYMENT,30.49,C000009796,5120.21,5089.72,C000017809,252.37,282.86,0,18,6,0.005953671105070872,-30.48999999999978,30.49000000000001
343,CASH_OUT,22.52,C000009797,4567.51,4544.99,C000014408,158.7,158.7,0,7,15,0.0049293971119686725,-22.520000000000437,0.0
105,CASH_OUT,2330.57,C000009798,36164.46,33833.89,C000017981,12793.94,12793.94,0,9,5,0.0644418735445367,-2330.5699999999997,0.0
546,CASH_OUT,55.59,C000009799,17119.15,17063.56,C000010500,10.05,10.05,0,18,23,0.0032470509896233386,-55.590000000000146,0.0
380,DEBIT,14.5,C000009800,1347.1,1332.6,C000017053,16374.32,16374.32,0,20,16,0.010755878644017508,-14.5,0.0
110,PAYMENT,361.56,C000009801,447.31,85.75,C000016030,259.95,621.51,0,14,5,0.8064955053422854,-361.56,361.56
545,PAYMENT,556.89,C000009802,10477.16,9920.27,C000014241,25.57,582.46,0,17,23,0.05314769005245196,-556.8899999999994,556.89
354,CASH_OUT,564.01,C000009803,1118.69,554.68,C000014497,117.85,117.85,0,18,15,0.5037197795818485,-564.0100000000001,0.0
743,TRANSFER,86.26,C000009804,1801.7,1715.44,C000012975,2040.03,2126.29,0,23,31,0.047850446552393636,-86.25999999999999,86.25999999999999
317,TRANSFER,246.92,C000009805,608.05,361.13,C000018878,1914.37,2161.29,0,5,14,0.40541827436171085,-246.91999999999996,246.92000000000007
266,PAYMENT,40.43,C000009806,8254.53,8214.1,C000015681,24393.42,24433.85,0,2,12,0.004897323369910835,-40.43000000000029,40.43000000000029
694,PAYMENT,4228.5,C000009807,1130.32,0.0,C000010755,560.74,4789.24,0,22,29,3.73766927129371,-1130.32,4228.5
65,CASH_OUT,1463.24,C000009808,2828.32,1365.08,C000015323,707.61,707.61,0,17,3,0.5171702034411095,-1463.2400000000002,0.0
333,DEBIT,1294.54,C000009809,2895.01,1600.47,C000016091,2385.07,2385.07,0,21,14,0.4470081249719441,-1294.5400000000002,0.0
513,CASH_IN,726.5,C000009810,3925.86,4652.36,C000012315,7.46,7.46,0,9,22,0.1850078688825168,726.4999999999995,0.0
133,TRANSFER,419.67,C000009811,8042.2,7622.53,C000017881,315.44,735.11,0,13,6,0.05217699423115178,-419.6700000000001,419.67
592,TRANSFER,12.32,C000009812,2070.96,2058.64,C000012298,583.99,596.31,1,16,25,0.005946060734763219,-12.320000000000164,12.319999999999936
540,DEBIT,526.68,C000009813,980.3,453.62,C000014535,19.34,19.34,0,12,23,0.5367166004280036,-526.68,0.0
735,TRANSFER,186.52,C000009814,183.22,0.0,C000013680,305.36,491.88,0,15,31,1.012485072196287,-183.22,186.51999999999998
535,TRANSFER,1857.02,C000009815,3477.07,1620.05,C000010387,111.39,1968.41,0,7,23,0.5339225489998763,-1857.0200000000002,1857.02
496,CASH_IN,746.08,C000009816,2355.48,3101.56,C000011486,318.1,318.1,0,16,21,0.31660782183595876,746.0799999999999,0.0
621,CASH_OUT,446.2,C000009817,1026.89,580.69,C000012544,10947.36,10947.36,0,21,26,0.4340931422623043,-446.20000000000005,0.0
619,CASH_IN,5.11,C000009818,3274.2,3279.31,C000014712,25317.56,25317.56,1,19,26,0.0015602100635075723,5.110000000000127,0.0
657,PAYMENT,124.21,C000009819,10764.12,10639.91,C000017129,319.26,443.47,0,9,28,0.011538190006242382,-124.21000000000095,124.21000000000004
369,TRANSFER,48.63,C000009820,15801.06,15752.43,C000016116,1095.58,1144.21,0,9,16,0.003077446864522727,-48.6299999999992,48.63000000000011
651,DEBIT,245.85,C000009821,298.06,52.21,C000018329,3543.49,3543.49,0,3,28,0.8220758376245569,-245.85,0.0
99,PAYMENT,64.64,C000009822,1734.91,1670.27,C000012050,880.2,944.84,0,3,5,0.03723695352869676,-64.6400000000001,64.63999999999999
317,CASH_OUT,85.47,C000009823,12601.08,12515.61,C000015239,18.94,18.94,0,5,14,0.0067822137297969855,-85.46999999999935,0.0
123,PAYMENT,371.69,C000009824,32665.07,32293.38,C000010857,429.7,801.39,0,3,6,0.01137847313741751,-371.6899999999987,371.69
320,DEBIT,62.53,C000009825,874.9,812.37,C000011144,122.4,122.4,0,8,14,0.0713894280168969,-62.52999999999997,0.0
593,CASH_OUT,189.27,C000009826,23564.21,23374.94,C000012838,2058.18,2058.18,0,17,25,0.008031755286712914,-189.27000000000044,0.0
495,PAYMENT,7.11,C000009827,393.41,386.3,C000018341,115.63,122.74,0,15,21,0.018026926294972236,-7.110000000000014,7.109999999999999
